time_s,x_km,y_km,z_km,vx_m_s,vy_m_s,vz_m_s,altitude_km,speed_m_s,inertial_speed_m_s,flight_path_angle_deg,pitch_deg,mass_t,dynamic_pressure_kpa,stage
555.9306277027024,-3474.19886527831,5269.862406210851,2215.6763668264875,-4725.566941746761,-3159.5770720513788,-286.93533321310986,318.5985902301297,5215.962850514941,5691.769679160315,-1.3073721910169955,10.0,110.06718400269828,0.0,third_stage_proxy
560.9306277027024,-3497.981943568299,5253.859097399004,2214.2114591206278,-4777.459488832593,-3228.1675378012296,-297.0002093104888,317.9196047308883,5297.439373214874,5773.507940921248,-1.3450256739531459,10.0,108.02775157674239,0.0,third_stage_proxy
565.9306277027024,-3522.0277858367317,5237.510183751915,2212.6965037834675,-4830.458058489958,-3297.6474288871827,-306.972386687731,317.2148938985644,5380.452541358467,5856.793975057138,-1.37168314255846,10.0,105.9883191507865,0.0,third_stage_proxy
570.9306277027024,-3546.3420510847664,5220.8110972951035,2211.1319746453114,-4884.605945613625,-3368.057344697929,-316.8483910038076,316.4894441958331,5465.054824600636,5941.681447534809,-1.3874374272893384,10.0,103.9488867248306,0.0,third_stage_proxy
575.9306277027024,-3570.930622472908,5203.757059716819,2209.5183635726216,-4939.9490328658185,-3439.4403576256996,-326.624524330945,315.748421021387,5551.30242238316,6028.2277661739645,-1.3923748210975553,10.0,101.9094542988747,0.0,third_stage_proxy
580.9306277027024,-3595.799620869293,5186.343069391038,2207.8561816349174,-4996.535996452644,-3511.8422197665,-336.29684862711713,314.9971781064719,5639.255539518577,6116.494364485105,-1.386575067959197,10.0,99.87002187291883,0.0,third_stage_proxy
585.9306277027024,-3620.955419488603,5168.563887303294,2206.14596035915,-5054.418532809152,-3585.3115911899545,-345.8611675702563,314.24126755860823,5728.97869140578,6206.547015689055,-1.3701113493798833,10.0,97.83058944696293,0.0,third_stage_proxy
590.9306277027024,-3646.4046597338483,5150.4140217633885,2204.388253080343,-5113.651608805395,-3659.9002925190525,-355.3130065514968,313.4864506126605,5820.54104253549,6298.45618068775,-1.343050267648219,10.0,95.79115702100704,0.0,third_stage_proxy
595.9306277027024,-3672.154268367468,5131.887711774167,2202.5836363983854,-5174.293738476238,-3735.6635849735662,-364.64759059448056,312.7387091565784,5914.0167824920445,6392.297394322195,-1.3054518246139115,10.0,93.75172459505114,0.0,third_stage_proxy
600.9306277027024,-3698.211476154548,5112.978908908333,2200.732711752146,-5236.407289736306,-3812.660481517215,-373.85981993216234,312.00425810717326,6009.485544302281,6488.151694919464,-1.2573693947560203,10.0,91.71229216909525,0.0,third_stage_proxy
605.9306277027024,-3724.583838139855,5093.681257525387,2198.8361071235263,-5300.058825082147,-3890.9540933224894,-382.9442429305833,311.28955872073584,6107.032870741931,6586.106102916036,-1.198849691279959,10.0,89.67285974313936,0.0,third_stage_proxy
610.9306277027024,-3751.2792557422667,5073.9880731377125,2196.894478885775,-5365.319480923307,-3970.6120164465233,-391.8950259994233,310.6013329339558,6206.75073510841,6686.254155274668,-1.1299327239370758,10.0,87.63342731718346,0.0,third_stage_proxy
615.9306277027024,-3778.30600087562,5053.89231870801,2194.9085138123737,-5432.265390943385,-4051.70676441896,-400.70592007016364,309.9465788430451,6308.738124035611,6788.69650351663,-1.0506517471969115,10.0,85.59399489122757,0.0,third_stage_proxy
620.9306277027024,-3805.6727423346483,5033.386578628944,2192.8789312650824,-5500.978159797282,-4134.316253406101,-409.3702231523817,309.3325874433229,6413.101691197353,6893.541584508531,-0.961033197316808,10.0,83.55456246527169,0.0,third_stage_proxy
625.9306277027024,-3833.3885747193813,5012.463030099172,2190.806485582438,-5571.545394533793,-4218.52434776951,-417.8807383945425,308.7669607681781,6519.956492266572,7000.906374720066,-0.861096616745184,10.0,81.51513003931579,0.0,third_stage_proxy
630.9306277027024,-3861.4630502121377,4991.113411566769,2188.6919686931774,-5644.061302434032,-4304.4214752249845,-426.22972697450325,308.2576315858122,6629.426813323795,7110.917240565252,-0.7508545641581358,10.0,79.4756976133599,0.0,third_stage_proxy
635.9306277027024,-3889.9062135692852,4969.328987860149,2186.5362129827477,-5718.627365526604,-4392.105322484196,-434.40885502284095,307.8128848349275,6741.64710711168,7223.71089972917,-0.6303125082633294,10.0,77.436265187404,0.0,third_stage_proxy
640.9306277027024,-3918.728640746801,4947.100511566194,2184.3400944455434,-5795.353103944351,-4481.68162429561,-442.4091336340338,307.44138100725786,6856.763054202558,7339.435511159504,-0.4994687033030733,10.0,75.39683276144811,0.0,third_stage_proxy
645.9306277027024,-3947.9414816462736,4924.4181801435225,2182.104536160692,-5874.35694260682,-4573.265061281768,-450.2208508400861,307.15218171647285,6974.932769397018,7458.251914787046,-0.3583140439465877,10.0,73.35740033549222,0.0,third_stage_proxy
650.9306277027024,-3977.5565075486998,4901.271588172925,2179.8305121355456,-5955.7671985522275,-4666.980285009881,-457.83349420019096,306.95477773032525,7096.328177650022,7580.335046185829,-0.2068318969718289,10.0,71.31796790953632,0.0,third_stage_proxy
655.9306277027024,-4007.5861639002096,4877.649674043946,2177.51905156852,-6039.723209737856,-4762.963092477865,-465.2356623879334,306.8591197875142,7221.136588715219,7705.875556489997,-0.04499790679317168,10.0,69.27853548358043,0.0,third_stage_proxy
656.9306277027024,-4011.7185185019207,4874.388081050059,2177.200675689919,-6051.407068237056,-4776.266511288525,-466.22863423285213,306.85500131582376,7246.525502483881,7723.3165435416595,-0.022116205669020138,10.0,69.00000000000628,0.0,third_stage_proxy
