time_s,downrange_km,altitude_km,horizontal_velocity_m_s,vertical_velocity_m_s,speed_m_s,flight_path_angle_deg,pitch_deg,mass_t,dynamic_pressure_kpa,stage
545.9306277027024,1125.0499843881635,427.75348389580915,5036.259848222896,-278.2963779498799,5043.943113557302,-3.1628645981951826,0.0,114.14604885461007,0.0,third_stage_proxy
550.9306277027024,1150.4689598613072,426.23263592326543,5115.675812781689,-321.4209417673095,5125.763401024884,-3.5952018318760133,0.0,112.10661642865418,0.0,third_stage_proxy
555.9306277027024,1176.2893601971036,424.4961050412335,5196.547172167518,-364.5659026127843,5209.319611034641,-4.013033819976948,0.0,110.06718400269828,0.0,third_stage_proxy
560.9306277027024,1202.5186241978759,422.5437810012613,5278.928267521327,-407.73401593952116,5294.651138780523,-4.416644211841989,0.0,108.02775157674239,0.0,third_stage_proxy
565.9306277027024,1229.1644715841926,420.37553975369894,5362.87654143512,-450.92804530828766,5381.800897536128,-4.806309307190836,0.0,105.9883191507865,0.0,third_stage_proxy
570.9306277027024,1256.2349192149345,417.99124340422054,5448.45277855148,-494.1507633685,5470.815538568542,-5.182297535050776,0.0,103.9488867248306,0.0,third_stage_proxy
575.9306277027024,1283.7382985806594,415.39074016541815,5535.721369956355,-537.4049528470368,5561.745694396319,-5.544868984185318,0.0,101.9094542988747,0.0,third_stage_proxy
580.9306277027024,1311.683274697723,412.5738643034254,5624.750604245694,-580.6934075456285,5654.646248310256,-5.894274977473609,0.0,99.87002187291883,0.0,third_stage_proxy
585.9306277027024,1340.0788665462333,409.5404360795271,5715.612988561803,-624.0189333476953,5749.576633474223,-6.230757682938731,0.0,97.83058944696293,0.0,third_stage_proxy
590.9306277027024,1368.9344692128184,406.29026168670356,5808.385603380434,-667.3843492355211,5846.601165391873,-6.5545497543312825,0.0,95.79115702100704,0.0,third_stage_proxy
595.9306277027024,1398.2598779197656,402.82313318105514,5903.150495398078,-710.7924883186663,5945.789412077156,-6.865873994337794,0.0,93.75172459505114,0.0,third_stage_proxy
600.9306277027024,1428.065314145794,399.1388284080501,5999.995113537289,-754.2461988745429,6047.216606918265,-7.164943033591726,0.0,91.71229216909525,0.0,third_stage_proxy
605.9306277027024,1458.3614540711328,395.237110923529,6099.012793876157,-797.7483454020909,6150.964109995833,-7.451959018708284,0.0,89.67285974313936,0.0,third_stage_proxy
610.9306277027024,1489.159459611329,391.1177299093999,6200.3033002412,-841.3018096895191,6257.119924531476,-7.727113302531864,0.0,87.63342731718346,0.0,third_stage_proxy
615.9306277027024,1520.471012341172,386.78042008395,6303.973428311468,-884.9094918970936,6365.7792762321415,-7.990586129664509,0.0,85.59399489122757,0.0,third_stage_proxy
620.9306277027024,1552.3083506532132,382.22490160669537,6410.137682403621,-928.5743116559835,6477.045264596986,-8.242546310120593,0.0,83.55456246527169,0.0,third_stage_proxy
625.9306277027024,1584.684310545861,377.45087997768553,6518.919035690504,-972.2992091841967,6591.029596813249,-8.48315087360987,0.0,81.51513003931579,0.0,third_stage_proxy
630.9306277027024,1617.612370495342,372.45804593117464,6630.449786508603,-1016.0871464206706,6707.8534167446805,-8.712544696466756,0.0,79.4756976133599,0.0,third_stage_proxy
635.9306277027024,1651.1067009358283,367.24607532356475,6744.872525707514,-1059.9411081786075,6827.648243784309,-8.930860092592003,0.0,77.436265187404,0.0,third_stage_proxy
640.9306277027024,1685.182218954935,361.8146290155216,6862.341232781818,-1103.8641033191784,6950.557039096517,-9.138216358921035,0.0,75.39683276144811,0.0,third_stage_proxy
645.9306277027024,1719.8546489104097,356.163352748158,6983.022521923006,-1147.8591659467556,7076.735420130664,-9.334719264839554,0.0,73.35740033549222,0.0,third_stage_proxy
650.9306277027024,1755.140589791677,350.2918770131734,7107.097063290905,-1191.9293566268623,7206.353048402994,-9.52046047357901,0.0,71.31796790953632,0.0,third_stage_proxy
655.9306277027024,1791.0575902913342,344.1998169168323,7234.761209929406,-1236.0777636280766,7339.595220612305,-9.695516881874745,0.0,69.27853548358043,0.0,third_stage_proxy
656.9306277027024,1796.0101437679966,343.35160836776214,7252.5037183617305,-1242.1139287168437,7358.101466870589,-9.7185804332107,0.0,69.00000000000628,0.0,third_stage_proxy
